date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
24/01/1984,3.7,-0.1,-0.1,2.8,985.1,13.5,0.4,0.5
25/01/1984,4.5,-0.4,-2.7,0,993.3,12.8,0.7,0.9
26/01/1984,4.6,1.7,0.4,12.7,982.8,18.9,0.5,0.9
27/01/1984,5.5,0,1.6,0.3,995.8,11.9,0.5,0.6
28/01/1984,8.9,-0.4,-5.3,1.3,999,10.6,0.5,0.7
29/01/1984,6.7,2.1,-0.7,0.1,995.2,14.7,0.6,0.8
30/01/1984,8.3,1.4,-0.6,7,990.3,12,0.5,0.7
31/01/1984,8,1,-2.7,2,988,12.8,0.7,0.9
01/02/1984,10.5,1.1,-4.2,5.4,982.2,16.1,0.6,0.8
02/02/1984,8.5,3.5,1.5,2.9,990.8,16.7,0.7,0.9
03/02/1984,10.4,4.1,3.6,2.2,994.7,16.8,0.6,0.9
04/02/1984,12.9,2.4,3.1,3.8,992.8,17.5,0.8,1.1
05/02/1984,8.2,0.6,-1.4,3.6,995.9,19.2,0.8,1.2
06/02/1984,8.8,5.1,4.8,3.7,987,26.3,1.3,2
07/02/1984,8.5,2.3,1,0.7,989.2,20.9,0.8,1.2
08/02/1984,8.9,1.5,2.1,2.7,998.9,21.9,0.7,1.1
09/02/1984,9.2,0.4,-1,0,1021.9,9,0.3,0.5
10/02/1984,11,7.2,4,0.1,1029.4,7.2,0.6,0.8
11/02/1984,7.7,5,0.8,0.8,1029.3,4.5,0.4,0.5
12/02/1984,8.1,6.4,5.4,0.1,1025.9,8.9,0.9,1.1
13/02/1984,8.3,4,-1.3,0,1026.4,3.7,0.5,0.7
14/02/1984,7.5,1.9,-0.3,0,1029.1,4.5,0.4,0.6
15/02/1984,8.7,0,-5.1,0,1024.7,2.9,0.5,0.7
16/02/1984,8.4,3.3,-2.7,0,1016.6,8.7,0.8,1
17/02/1984,12,5.5,-0.6,0,1011.2,7.5,0.9,1.2
18/02/1984,8,5,4,0,1006.4,15.8,1.1,1.6
19/02/1984,5.4,2.2,2.9,9,999.7,17.8,0.9,1.4
20/02/1984,6,1.4,-1.6,13.9,987.4,14.5,0.4,0.7
21/02/1984,6.4,4.4,2.2,3.1,979.8,11.7,0.6,0.9
22/02/1984,8.4,4.2,3.2,2.9,999.7,11.6,0.8,1.2
23/02/1984,6.8,2.5,-4.6,0,1017.3,5,0.6,0.8
24/02/1984,6.7,3.3,0.6,5.3,1022.3,5,0.5,0.7
25/02/1984,4.9,2.8,2.4,0.1,1020.2,7,0.6,0.9
26/02/1984,4.1,1.4,1.6,0,1015,7.3,0.9,1.2
27/02/1984,4.9,1.7,-2.1,0,1012.5,5.5,0.7,0.9
28/02/1984,8.4,3,2.3,0,1010.7,5.7,0.9,1.3
29/02/1984,10.8,5.6,1.6,0,1006.6,9.2,0.8,1.1
01/03/1984,11.2,5.4,6.1,2,999.7,15.3,1,1.5
02/03/1984,6.1,0.8,-0.5,0.4,1001,21.2,1.3,2.2
03/03/1984,7.4,0.8,-1.7,0,1012,12.3,0.8,1.2
04/03/1984,11.3,7,5.6,0,1015,11.2,1,1.4
05/03/1984,11,5.1,3,0,1022.3,6.2,0.7,0.9
06/03/1984,11.8,6.8,4,0,1027.2,2.8,1,1.4
07/03/1984,12.1,5.4,2,0,1030.3,4.3,1.1,1.6
08/03/1984,11.4,3.7,-1,0,1032.9,3,1,1.4
09/03/1984,8.5,5.3,4.1,0,1030.8,3.7,0.7,0.9
10/03/1984,9.6,4.8,2.6,0,1023.3,5.5,0.9,1.2
11/03/1984,7.8,1.2,3.4,4,1014.8,10.8,0.8,1.3
12/03/1984,6.9,1.4,-0.8,3.5,1014.7,14.4,0.6,1
13/03/1984,6.3,3,2.3,2.7,1016.9,12.3,1,1.5
14/03/1984,5.2,3,2.2,2.1,1013.5,12.1,0.9,1.3
15/03/1984,5,3,1,0,1010.6,9,0.9,1.3
16/03/1984,5.2,2.2,1.8,0,1007.7,7.9,1,1.4
17/03/1984,4.6,1.8,-2.1,0,1009.8,7.3,0.9,1.3
18/03/1984,4.2,1.7,1.5,1.5,1012.3,4.3,0.7,1
19/03/1984,4.9,0.9,0.1,1.4,1009.5,3.4,0.8,1.1
20/03/1984,4.5,1.9,0.5,0,1003.9,2.6,0.8,1.1
21/03/1984,8.7,0,-5.8,0.6,999.5,5.3,1,1.4
22/03/1984,9.6,1.8,-4.3,0.1,996.4,6.9,1.1,1.7
23/03/1984,6.8,1.8,2.8,24.4,979.2,21.6,0.2,0.5
24/03/1984,8.5,1.8,-1,0.4,973,7,1.7,2.4
25/03/1984,8.5,2.8,-1.8,4.5,975.8,11.9,1.1,1.8
26/03/1984,10.2,1.1,-2,0,980,6.4,1.3,1.9
27/03/1984,9.2,2.6,-2.6,4.6,982.4,3.5,1.1,1.6
28/03/1984,9.2,1.5,-1,1,988.2,4.9,1.1,1.5
29/03/1984,9.8,1.5,-2,0,998.2,5.6,1.2,1.8
30/03/1984,8.9,0.2,-1.2,0,1005,8.6,1.5,2.3
31/03/1984,7.9,3.1,0.9,0,1003.6,19.8,2.2,3.6
01/04/1984,8.4,2.5,1,0,1007.7,13.2,2.5,3.6
02/04/1984,7.1,0.5,-6.6,0,1008.8,8,1.8,2.7
03/04/1984,7.7,2.4,-2.6,7.2,1001.2,13.7,1.3,2
04/04/1984,6.3,3.8,2.8,4.5,998,14.4,0.7,1.3
05/04/1984,9,5.1,4.8,0.4,1006,0.8,0.7,0.9
06/04/1984,8.9,3.6,-1.5,0,1010.3,4.3,0.9,1.3
07/04/1984,8.4,3.9,-2.3,0,1014.3,2.5,0.9,1.2
08/04/1984,11.2,1.6,-1.8,0,1017.7,6.2,1.5,2.1
09/04/1984,11.9,2,-2,0,1015.8,4,1.7,2.4
10/04/1984,13.5,6,1,0,1007.5,9.5,2.1,2.9
11/04/1984,10.7,2.1,3.2,1.2,1005.7,11,1.5,2.5
12/04/1984,11.1,1.1,-2,0,1010.4,9.2,1.9,2.7
13/04/1984,11.9,7.4,5.3,0,1007.5,12.3,2.2,3.1
14/04/1984,13.2,5,5.6,1.4,1000.3,12.2,1.7,2.5
15/04/1984,10.3,2.5,-0.6,2.3,1001.2,10.5,2.2,3.4
16/04/1984,10.8,1.6,-0.3,0,1012.1,10.9,2.3,3.4
17/04/1984,8.9,2,-4,12.4,1015.1,8,1.1,1.5
18/04/1984,11.4,8.4,6.8,3.1,1009.8,13.4,1.6,2.2
19/04/1984,14.1,9.5,6.3,0.1,1006.9,10.1,1.5,2.1
20/04/1984,18,8.7,6.7,0,1005.7,9,2.8,4
21/04/1984,18,8.6,2.8,0,1006.5,8,3,4
22/04/1984,12.3,6.7,5.9,0,1012,7.2,2.6,3.8
23/04/1984,15.2,6.4,1.6,0,1014,6.5,2.6,3.8
24/04/1984,16.5,7.3,3,0,1016.8,4.5,3,4.2
25/04/1984,15,6.4,1.4,0,1016.8,5.8,2.7,3.9
26/04/1984,15.7,7.6,3.1,0,1016.9,6.1,3.2,4.4
27/04/1984,17.8,7.5,3,0,1016.2,4.5,3.1,4.3
28/04/1984,17.4,7.4,2.1,0,1013.1,4.1,3.1,4.3
29/04/1984,14.6,7.5,1.9,0,1007.1,6.1,3.1,4.4
30/04/1984,13.2,5.1,2.5,0,999.5,8.6,2.8,4.2
01/05/1984,14.8,7,1.6,0,999.3,8.9,3,4.4
02/05/1984,16.2,5.6,-0.3,0,1000.2,4.5,3,4.2
03/05/1984,15.5,6,0.3,0,996.2,5.7,2.4,3.4
04/05/1984,15.2,8.4,6.5,0,999,7.6,2.8,4.1
05/05/1984,17.7,7.7,2.9,0,1006.2,3.4,2.9,3.9
06/05/1984,12.6,5.1,2,0,1013.2,9.2,2.1,3.3
07/05/1984,10,5.6,4.9,0,1019,8.6,3,4.6
08/05/1984,13.1,3,-1.9,0,1019.5,4.6,2.7,3.9
09/05/1984,13.1,4.5,-0.2,0,1016.5,5.1,1.5,2
10/05/1984,14.7,4.5,0.6,0,1013.5,7.8,2.3,3.2
11/05/1984,12.3,5.6,-0.5,0,1017.3,6.3,2.9,4.2
12/05/1984,12.6,5.6,-0.4,0,1020.9,5,3.4,4.8
13/05/1984,14.5,4.1,-1.9,0,1017.2,3.6,3.3,4.6
14/05/1984,14.8,4.2,-1.7,3.5,1005.8,4.6,3.1,4.3
15/05/1984,11,6.9,7.4,3.4,996.9,6.3,1.6,2.2
16/05/1984,13,4.5,2.4,0.4,993,4.5,2.2,3
17/05/1984,11.7,5.4,5,3.3,996,6.2,1.6,2.3
18/05/1984,15.9,7.7,5.5,0.6,1001.7,4.6,3.1,4.3
19/05/1984,16.2,5.4,2.5,2.3,997.9,5.6,2.7,3.7
20/05/1984,14,7.5,8.4,2,994.2,4,2.3,3.1
21/05/1984,15.9,4,2.3,0,996.2,8.7,2.8,4.1
22/05/1984,13.7,6.3,4.5,2.9,995.6,14.8,1.3,1.9
23/05/1984,14.8,10,8.5,0,998.4,7.4,2.9,4.2
24/05/1984,18.2,7.9,5.5,0,1003,7.9,2.3,3.1
25/05/1984,10.3,6.3,4.6,7.9,999.8,7.7,1.6,2.4
26/05/1984,13.1,5.4,4.1,0.1,1001.5,9.1,2.6,3.8
27/05/1984,13.2,2.3,1.4,0.4,1005.1,6.2,3.1,4.6
28/05/1984,16.4,4.1,2.3,0,1007.7,3,3.6,4.9
29/05/1984,18.4,4.9,4,0,1006.8,4.2,3.3,4.5
30/05/1984,16.3,9,9.1,2,1001.7,7.5,2.8,4
31/05/1984,12.9,9.7,8.9,5.6,995,10,1.4,1.9
01/06/1984,14.3,7,5,0,992.2,5.2,3.6,5
02/06/1984,13.7,5.7,2.3,0.6,991.5,9.2,2.6,4.1
03/06/1984,15.6,9,8.6,10.1,987,12,2.8,4.1
04/06/1984,15.3,8.8,6.5,0.1,995,9.8,3.4,5.2
05/06/1984,14.2,8.5,8.8,10.1,996.2,7.2,1.1,1.6
06/06/1984,13.3,9.7,7.8,9.8,1001.9,6.2,1.5,2.2
07/06/1984,22.6,10.4,7.5,0,1006.4,4.6,4,5.3
08/06/1984,21.3,10.9,10.5,0,1007.6,2.3,4.4,5.8
09/06/1984,20.1,11.1,11.4,0,1010.2,7.3,3.2,4.6
10/06/1984,17.8,11,10.5,0,1013.9,3.5,3.4,4.5
11/06/1984,16.9,9.6,8.2,0,1015.7,4.4,2.2,3
12/06/1984,21.9,11.7,10.5,0.5,1010.2,14.3,3.4,4.9
13/06/1984,18.3,13.5,14,2.2,1008.2,15,1.6,2.4
14/06/1984,15.1,12,12.6,1.2,1012.8,3.5,1.4,1.8
15/06/1984,19.3,14,12.6,0.2,1016.2,4.9,1.9,2.5
16/06/1984,19.9,14.3,14.3,0,1013.7,4.1,3.1,4.2
17/06/1984,18.7,12.5,12.4,0,1013.9,5.3,2.3,3.1
18/06/1984,24,13.8,13.8,0,1017,5,3.1,4.1
19/06/1984,21.9,15.6,14.4,0,1016.2,4.9,2.9,3.8
20/06/1984,20.4,11.5,13.3,0,1009.7,7.6,3.1,4.3
21/06/1984,15.8,9.8,8.9,0,1003.3,12.2,2.9,4.2
22/06/1984,16.6,9.5,11.3,2.6,1003.3,14.6,1.8,3.1
23/06/1984,15.1,6.6,4.9,0.7,1007.2,10.6,1.5,2.5
24/06/1984,18.6,10.8,10,0,1012.7,12.3,2.6,4
25/06/1984,20.2,12.1,11.2,0,1014.7,14.9,3.6,5.8
26/06/1984,20,13.5,11.7,0,1016.8,11.6,3,4.3
27/06/1984,19.5,10.7,11,0,1014.1,12.9,3.8,5.7
28/06/1984,17,7.8,5,0,1012.7,9.1,3.5,4.9
29/06/1984,18.5,6.3,4.8,0,1009.1,9.9,3.2,4.8
30/06/1984,19.7,6.3,4.9,0,1010.8,5.5,3.6,4.9
01/07/1984,18.7,8.9,4.5,0,1010.2,4.4,2.5,3.4
02/07/1984,18,7.5,5.7,0,1013.3,7.1,3.3,4.6
03/07/1984,17.5,8.4,3.4,0,1017.7,4.3,3.6,4.9
04/07/1984,20.2,10.9,8.6,0,1016.5,5.6,4,5.5
05/07/1984,23.3,10.9,8.6,0,1014.2,7.4,4.2,5.8
06/07/1984,26,14.7,10.6,0.3,1010.5,8.2,5.2,6.7
07/07/1984,22.2,13.6,8,0,1005.8,5.2,4.2,5.5
08/07/1984,23.9,13.5,6.9,0,998.7,6.2,4,5.2
09/07/1984,17.9,14.4,11.2,6.4,994.2,8.7,1.9,2.7
10/07/1984,18.8,14.3,13,0.2,992.9,12.1,2.4,3.2
11/07/1984,21,13.9,10.9,10.8,993.3,9.8,3.1,4.3
12/07/1984,19.9,13,11.5,3.8,998.2,6.6,2.9,4
13/07/1984,18.6,10.8,9.5,1.9,1003.2,7.9,2.7,3.8
14/07/1984,18.4,12.1,12.9,3.8,1002.8,8.3,2.7,3.8
15/07/1984,18.4,10.2,8.8,0,1008.8,10.8,2.7,3.9
16/07/1984,18.1,9.7,8.1,0,1013.8,5.9,2,2.9
17/07/1984,22.4,13,11.9,0.1,1014.5,7,2.5,3.4
18/07/1984,21.5,14,14.7,0,1014.9,4.8,3,3.9
19/07/1984,20.4,10,8,0,1015.5,2.6,3.8,5
20/07/1984,20.7,10.6,8.3,0,1014.3,1.3,3,3.8
21/07/1984,19.8,9,7.7,0,1012.8,3.2,3.4,4.5
22/07/1984,20.1,8.7,5.5,0,1012.7,3.8,3.8,5.1
23/07/1984,19.2,8.8,6.4,0,1012.5,6.2,3.3,4.7
24/07/1984,21,13.4,9.9,0,1011.1,7.8,4,5.6
25/07/1984,22.1,13.3,9.5,0,1013.4,5.4,3.9,5.3
26/07/1984,22.8,9.4,7.9,0,1017.4,4.9,4,5.4
27/07/1984,22.2,11.5,8.5,0,1017.2,13.2,3.2,4.4
28/07/1984,24.7,14.2,12.8,0,1012.2,14.9,4.7,6.8
29/07/1984,22.1,12.9,8.9,0,1001.5,7.8,3.4,4.6
30/07/1984,21,13.2,9.9,2.3,993.1,6.6,2.3,3.1
31/07/1984,19.8,10.9,10.2,1.2,999.7,6.4,2.9,4
01/08/1984,19.9,12.1,8.4,18.4,1004.1,8.7,2.7,3.8
02/08/1984,18.2,13.8,13.8,26.4,997.9,8,1.6,2.3
03/08/1984,19.6,12.6,14.1,3.2,1000.7,8.6,2.4,3.5
04/08/1984,17.5,9.5,12.2,1.9,1008,7.6,2.1,2.9
05/08/1984,18.5,9,5.5,0,1012.6,5.1,2.9,4
06/08/1984,19.3,12.4,8.6,3.8,1011.5,8.8,2.6,3.6
07/08/1984,18.4,10.4,9,0.9,1013,8.5,2.7,3.8
08/08/1984,19.8,8.9,7.5,0,1016.4,3.5,2.2,2.9
09/08/1984,16.7,11,14,3.1,1018.6,3,1.3,1.6
10/08/1984,19.2,9.3,5.6,0,1016,2.7,2.9,3.9
11/08/1984,21.2,11.8,10.3,0,1011.7,4.5,2.7,3.6
12/08/1984,18.5,12.2,13.4,1.1,1011.8,2.5,1.7,2.2
13/08/1984,20.4,11.3,7.4,0,1008.7,1.5,2.6,3.3
14/08/1984,19.9,12.9,10,0,1007.8,3.4,2.1,2.7
15/08/1984,18.8,12.7,12.8,0,1009.7,2.5,2,2.6
16/08/1984,20,10.4,5.7,0,1010.7,2.6,3.2,4.3
17/08/1984,22.7,11.2,7,0,1009.3,4.1,3.1,4.2
18/08/1984,23.7,16.4,14.1,0,1009.9,6.9,2.8,3.5
19/08/1984,22.1,14.7,11,0,1010.9,6.2,3.1,4.2
20/08/1984,24.7,15.2,11,0,1008.2,4,3.3,4.3
21/08/1984,23.7,15.5,11.5,0,1003.4,3.5,2.6,3.3
22/08/1984,20.9,15.6,12.4,0,1000.2,1.6,1.9,2.4
23/08/1984,22.1,15.4,12.9,0,998.5,2.8,2.6,3.4
24/08/1984,20.1,15.7,16,0.7,1001.7,5.4,1.6,2.1
25/08/1984,20.9,15,12.9,0,1006.4,3.8,2.4,3.2
26/08/1984,23,15.2,13.5,21.1,1006.9,1.6,1.9,2.4
27/08/1984,20,13.7,11.1,0,1009.7,3.5,2.1,2.7
28/08/1984,22.1,13,10,1,1007.1,8.9,2.1,2.8
29/08/1984,20.9,11.3,9.2,0,1006.1,6.1,2.5,3.4
30/08/1984,23.6,14.1,10.9,1.6,1001.8,15.4,2.6,3.6
31/08/1984,21.2,16.9,15.6,11.8,1001.8,11.8,2.3,3.1
01/09/1984,21.1,15.8,15.3,10,1003,8.5,1.3,1.7
02/09/1984,21.3,16.5,15.4,0,1000.2,7.2,2.1,2.7
03/09/1984,18.6,10.2,14.6,22.8,994.8,9.9,0.9,1.3
04/09/1984,14.9,9.1,7.5,0,1004.2,12.1,2.2,3.2
05/09/1984,15.5,7.5,5.3,0,1013.3,6.1,1.5,2
06/09/1984,15.1,11,10.6,0,1014.8,1.9,1.3,1.7
07/09/1984,18.2,12.2,10.5,0,1011.8,3.3,1.6,2.1
08/09/1984,15.6,11,9.8,0.6,1000.8,9.3,1.3,1.8
09/09/1984,15.2,10.6,10.5,2.1,992.1,17.4,1.5,2.5
10/09/1984,16.7,8.6,6.5,0,999.6,12,2.3,3.2
11/09/1984,18.7,11.8,8.9,0,1001.8,11.8,1.8,2.5
12/09/1984,22.1,14.5,13.5,1.4,1005.8,7.9,1.8,2.3
13/09/1984,18.4,14.6,13.9,3.2,1000.2,7.6,1.3,1.7
14/09/1984,18,10.7,12.7,0,1002.5,10.7,1.8,2.5
15/09/1984,18.2,8.3,6.5,0,1009.2,3.9,2,2.8
16/09/1984,15.8,11.1,7.5,4.7,1006.3,3.2,0.9,1.1
17/09/1984,16,9,6.4,3,999.8,7.1,1.6,2.3
18/09/1984,16.1,8.1,6.3,0,1000.4,7.5,1.2,1.7
19/09/1984,15.4,10,7.3,0.2,997.8,10.9,2,2.8
20/09/1984,15.3,5.2,2.9,2.4,991.3,10.2,1.7,2.4
21/09/1984,13.4,6.1,4,0,987.4,15,1.6,2.4
22/09/1984,14.9,8,6,0.4,986.8,13.3,1.8,2.7
23/09/1984,14.2,6.8,3,0,992.3,15.1,1.8,2.6
24/09/1984,14,6.3,3.5,0.4,1001,13,1.7,2.4
25/09/1984,14,7.7,5.5,0.4,1002.8,5.5,1.1,1.6
26/09/1984,14.8,6.9,1.5,0,998.4,4.5,1.2,1.7
27/09/1984,18.6,13.1,8.9,14.4,993.4,6,1.5,2
28/09/1984,16.7,9.3,9.7,2.9,993.5,1.6,1.1,1.6
29/09/1984,17.7,6.8,2.9,4.3,990.8,5.2,1.3,1.9
30/09/1984,13.9,6.4,5.1,3.5,990.2,8.1,1.3,1.9
01/10/1984,12.7,5.3,2.7,2.8,986.7,4,1.1,1.5
02/10/1984,11.1,5.3,2,0.1,981.2,4.4,1.1,1.5
03/10/1984,11.7,3,-2.6,0,982.2,3.3,0.9,1.2
04/10/1984,12.9,4.1,-1.8,0,989.6,4.8,1,1.3
05/10/1984,14,3.5,0.2,0,1001.7,8.6,1.4,1.9
06/10/1984,13.2,3.6,2,0,1010.2,10.4,1.3,1.9
07/10/1984,14,7.1,6.1,0.2,1009.5,9.7,0.8,1.2
08/10/1984,17.5,11.1,10.2,3.8,1005.9,12.5,0.7,1
09/10/1984,15.1,8,6.1,0,1010.6,6.1,1.2,1.5
10/10/1984,15.9,7.5,2.3,0.5,1011.1,10.2,1.3,1.8
11/10/1984,16.1,9.2,6.8,0.7,1011.7,7.7,1,1.3
12/10/1984,17,10.5,6.1,0.1,1010.8,6.6,1.1,1.4
13/10/1984,17.6,14,11.9,0,1009.6,12.9,1.6,2
14/10/1984,18.8,13,13.5,0.3,1015,7,1.1,1.4
15/10/1984,18,9,3.3,0,1015.4,2.6,0.9,1.3
16/10/1984,14.9,7.6,1.9,0,1009.5,6,0.8,1
17/10/1984,14.1,9.7,8.3,0.2,991.2,8.2,1,1.3
18/10/1984,13.3,7.8,6.6,11.6,969.7,22.5,1.2,1.8
19/10/1984,12.6,7.5,6.1,6.7,974.6,15.7,1,1.5
20/10/1984,10.8,4.1,3.3,0,991.8,18.3,1.4,2
21/10/1984,14.9,3.8,0.7,1.3,997.6,9.4,0.7,0.9
22/10/1984,17.5,8.3,12.4,7.9,989.9,12.8,0.9,1.2
23/10/1984,12.1,5.8,3,0.1,999.6,8.9,0.8,1.1
24/10/1984,14.4,9.5,5.3,15.2,988.2,6,0.6,0.8
25/10/1984,11.3,4.6,4,0.5,985.3,14.4,0.5,0.8
26/10/1984,10.9,3,0.8,0,999.9,9.2,1,1.3
27/10/1984,14,4.2,-2.5,1.1,1001.7,9.7,1,1.2
28/10/1984,14.7,9.4,7.4,0.4,1001.3,6.7,0.7,0.9
29/10/1984,17,10.9,4,0.6,1001.5,11.9,1,1.2
30/10/1984,14.2,8,7.3,2.1,1004.3,8.7,1,1.2
31/10/1984,15.2,7.5,2.2,0,999.7,11.8,0.9,1.1
01/11/1984,15.4,7.1,7.9,11.2,992.7,12,0.8,1.1
02/11/1984,9.8,4.1,4.1,0.1,997.8,6.5,0.4,0.6
03/11/1984,10.2,2.5,1,0,1003.5,10.7,0.6,0.8
04/11/1984,10.2,2.2,1.6,0.2,1001.5,7.6,0.6,0.8
05/11/1984,8.5,1.4,-2.4,0.1,997,6,0.7,0.9
06/11/1984,9,0.2,-4.4,2.2,992.3,5.6,0.4,0.6
07/11/1984,11.7,5.7,4.3,3.4,989.5,6.8,0.4,0.6
08/11/1984,12.2,9.1,5.8,19.6,984.7,11.3,0.4,0.6
09/11/1984,12.1,6.9,1,0,988.3,3.9,0.3,0.4
10/11/1984,13.6,5.6,2.3,0,995.3,5.4,0.4,0.6
11/11/1984,12.6,8.9,4.1,4.2,993.4,15.8,0.9,1.2
12/11/1984,11,5.3,5.8,0.5,991.5,3.3,0.4,0.5
13/11/1984,11.4,3.4,-2,7.8,990,9.9,0.7,0.8
14/11/1984,5.9,1.2,0.7,1,986.8,5.5,0.3,0.4
15/11/1984,7.7,0,-5.9,0.5,987.7,3.2,0.1,0.2
16/11/1984,7.6,1.6,-2.2,0,989.8,6.3,0.3,0.4
17/11/1984,6.3,-1.7,-1.9,0.6,991.3,4.8,0.1,0.2
18/11/1984,6.8,4.1,-0.1,6.1,988.1,4.2,0.3,0.4
19/11/1984,6.3,3.3,3.6,0,993,7.6,0.1,0.2
20/11/1984,10.3,5.1,-0.5,14.5,989.1,9.3,0.3,0.5
21/11/1984,12.6,6.4,3.6,3.7,976.6,15.2,0.7,0.9
22/11/1984,10.2,6,3.4,4,968,16.7,1,1.2
23/11/1984,10.7,5.9,3.6,2,969.2,18.5,1.1,1.3
24/11/1984,9.2,5.8,2.9,0.1,982.5,18.4,0.9,1.1
25/11/1984,7.9,1.6,1.6,0,998.5,13,0.4,0.5
26/11/1984,10.1,0.1,-1.4,0,1007.8,11.5,0.7,0.8
27/11/1984,12.2,8.3,-0.7,7.2,995.4,21.5,1.2,1.6
28/11/1984,10,6,3,0,990.1,15.9,0.9,1.1
29/11/1984,12.2,7.8,2.1,0,986.3,14.2,1.3,1.5
30/11/1984,12.5,4,8.1,8.2,979.1,16.1,0.7,0.9
01/12/1984,5.3,0.8,-3.3,0,989.7,5.9,0.4,0.5
02/12/1984,6.2,-2.2,-3.5,0,994.8,7.2,0.1,0.1
03/12/1984,11.3,6,-3.8,5.5,991.4,9.2,0.6,0.7
04/12/1984,11.5,4.5,-0.7,6.4,999.3,9.1,0.3,0.4
05/12/1984,11,2.9,2.7,2.5,1000.2,6.2,0.2,0.3
06/12/1984,10.8,2.6,-1.2,0,1006.4,12.1,0.6,0.6
07/12/1984,11.6,9.1,6,0,1007.8,19,1.4,1.8
08/12/1984,10.8,1,-0.5,1.5,1015.2,9.4,0.3,0.4
09/12/1984,7,-0.2,-1.1,0,1022,12.5,0.4,0.5
10/12/1984,9.3,5.5,-0.9,0,1019.3,10.1,0.5,0.6
11/12/1984,8.8,3.6,-1.9,0,1013.7,6.3,0.5,0.6
12/12/1984,9.4,6.3,2.4,0,1002.1,12.6,0.5,0.7
13/12/1984,10,7.1,5.2,2.1,992.5,10.5,0.5,0.6
14/12/1984,7.6,1,4.8,27.9,992.4,16.1,0.3,0.5
15/12/1984,4.4,2.4,1.4,12.4,996.4,6,0.3,0.4
16/12/1984,6.6,3.2,2.1,2.1,998.4,5.7,0.3,0.4
17/12/1984,8.1,-0.4,-0.7,2.5,993.8,14.4,0.2,0.2
18/12/1984,7.2,-0.6,-3.7,1.1,995.2,13.1,0.3,0.4
19/12/1984,10.3,7,2.1,3.8,996.3,15.9,0.6,0.8
20/12/1984,9.7,2.5,3.5,2.6,1003.9,12,0.4,0.4
21/12/1984,7.5,1.1,-1.1,0,1013.2,11.7,0.4,0.5
22/12/1984,13.4,7.5,0.9,0.2,1006.9,13.3,0.8,1
23/12/1984,13.4,6.6,6.5,2,993.6,16.2,0.4,0.5
24/12/1984,7,1.2,0.1,1.5,996.5,13.8,0.2,0.2
25/12/1984,9,0.2,-1,3.8,996,12.4,0.5,0.6
26/12/1984,4.5,-0.9,-4.3,0.1,991,8,0.5,0.6
27/12/1984,5.4,-0.8,-4.7,0.2,1004.1,3.7,0.2,0.3
28/12/1984,9.5,3.7,-1.3,0,1015.3,5.6,0.5,0.6
29/12/1984,11.7,7.8,5.7,8.9,1020.7,7,0.4,0.5
30/12/1984,11.2,6.9,7.1,0.5,1023.3,5.5,0.2,0.3
31/12/1984,9.8,0.7,1.9,0.1,1022.7,7.3,0,0
01/01/1985,4.1,-1.3,-2,0,1018.3,7.6,0.2,0.2
02/01/1985,3.5,-2.2,-6.1,0,1013,4.6,0.1,0.2
03/01/1985,4.4,-2.2,-7.5,0,1010.3,5.3,0.2,0.3
04/01/1985,6.8,0.2,-5.2,0.1,1008.5,8,0.5,0.6
05/01/1985,5.8,0.6,-1.3,0.3,1010.1,6.7,0.6,0.8
06/01/1985,5.7,-0.5,-1.6,0.3,1010.7,9.8,0.4,0.4
07/01/1985,4.7,-0.4,-4,0.1,1009.7,6.8,0.4,0.5
08/01/1985,4,-0.6,-1.6,0.7,1008.7,9.7,0.3,0.3
09/01/1985,4,0.2,0.4,0,1009.1,8,0.2,0.3
10/01/1985,5.4,1.4,-1,0.1,1015.5,4.8,0.5,0.7
11/01/1985,5.2,0.7,-2.2,0,1019.8,2.5,0.3,0.5
12/01/1985,5.2,0.2,-3,0,1019.2,3.5,0.5,0.7
13/01/1985,4,-1.2,-7.1,1.7,1019.5,7,0.4,0.5
14/01/1985,3.1,-1.2,-5.3,0,1023.5,6.9,0.7,0.8
15/01/1985,5,0.5,-3.6,0.4,1019.7,9.4,0.8,1
16/01/1985,1.6,-1.4,-2.3,1.9,1011.6,5,0.4,0.5
17/01/1985,0.5,-3.5,-4.3,4.7,1000.9,8.7,0.5,0.7
18/01/1985,2.9,-1.3,-8,23.3,995.9,9.2,0.6,0.8
19/01/1985,3.2,0,-1,6.6,995.1,6.4,0.4,0.6
20/01/1985,5,1.4,-0.5,1,983.9,15.6,0.7,1
21/01/1985,8.5,1,3,6,968.8,13.6,0.5,0.7
22/01/1985,4,-0.6,-2.3,0.4,979.3,18.1,0.8,1.1
23/01/1985,2,-3,-4.8,0,992.3,12,0.3,0.4
24/01/1985,8,-2,-4.1,3.4,990.8,12.7,0.5,0.7
25/01/1985,6.1,2.9,-2.7,1.1,983.3,7.2,0.3,0.4
26/01/1985,5,-1,-0.4,0.1,990.3,7.9,0.3,0.4
27/01/1985,9.8,0.6,-6.6,6.2,988,14.2,1,1.4
28/01/1985,10.5,2.9,1,2.5,986.7,12.2,0.5,0.7
29/01/1985,11.5,5.7,5.5,1.9,1001,9.9,0.4,0.5
